ï»¿"","Conta Contábil","Data","Fornecedor","Valor","Histórico"
"","Sindicato Sindismut (f)","28/02/2020","13.810.312/0001-02 - PREFEITURA MUNICIPAL DE TUCANO","R$39,90","LIQUIDADO PARA PAGAMENTO A DESPESA COM VENCIMENTOS DOS SERVIDORES PÚBLICO MUNICIPAL LOTADOS NA PROCURADORIA JURÍDICA DO MUNICIPIO JUNTO AO GABINETE DO PREFEITO DESTE MUNICIPIO, REFERENTE AO MÊS FEVEREIRO DE 2020."
"","Sindicato Sindismut (f)","28/02/2020","13.810.312/0001-02 - PREFEITURA MUNICIPAL DE TUCANO","R$4.022,99","LIQUIDADO PARA PAGAMENTO A DESPESAS COM VENCIMENTOS DOS SERVIDORES PÚBLICO MUNICIPAL LOTADOS NA SECRETARIA MUNICIPAL DE OBRAS E SERVIÇOS PÚBLICOS DESTE MUNICIPIO, REFERENTE O MÊS FEVEREIRO DE 2020."
"","Sindicato Sindismut (f)","28/02/2020","13.810.312/0001-02 - PREFEITURA MUNICIPAL DE TUCANO","R$20,90","LIQUIDADO PARA PAGAMENTO A DESPESAS NO VENCIMENTOS DOS SERVIDORES PÚBLICOS MUNICIPAL LOTADOS JUNTO A SECRETARIA MUNICIPAL DE SEGURANÇA E ORDEM PÚBLICA, REFERENTE AO MÊS FEVEREIRO DE 2020."
"","Sindicato Sindismut (f)","28/02/2020","13.810.312/0001-02 - PREFEITURA MUNICIPAL DE TUCANO","R$3.210,42","LIQUIDADO PARA PAGAMENTO A DESPESAS NO VENCIMENTOS DOS SERVIDORES PÚBLICOS MUNICIPAL LOTADOS NA VIGILÂNCIA MUNICIPAL JUNTO A SECRETARIA MUNICIPAL DE SEGURANÇA E ORDEM PÚBLICA, REFERENTE MÊS FEVEREIRO DE 2020."
"","Sindicato Sindismut (f)","28/02/2020","13.810.312/0001-02 - PREFEITURA MUNICIPAL DE TUCANO","R$1.333,55","LIQUIDADO PARA PAGAMENTO AS DESPESAS NOS VENCIMENTOS DOS SERVIDORES PÚBLICOS MUNICIPAL LOTADOS JUNTO A SECRETARIA MUNICIPAL DESENVOLVIMENTO RURAL, REFERENTE AO MÊS FEVEREIRO DE 2020."
"","Contribuição Sindical - Câmara (f)","28/02/2020","","R$460,32",""
"","Empréstimos e Financiamentos Consignados - Câmara (f)","28/02/2020","","R$33.641,69",""
"","INSS a Recolher - Câmara (f)","28/02/2020","","R$13.379,04",""
"","IRRF a Recolher - Câmara (f)","28/02/2020","","R$23.638,75",""
"","ISS a Recolher - Câmara (f)","28/02/2020","","R$2.078,37",""
"","Pensão Alimentícia Judicial - Câmara (f)","28/02/2020","","R$500,00",""
"","APLB - Contribuição Sindical (f)","28/02/2020","30.062.339/0001-83 - SECRETARIA MUNICIPAL DE EDUCACAO","R$474,69","LIQUIDADE PARA PAGAMENTO A DESPESAS COM VENCIMENTOS DOS SERVIDORES PÚBLICO MUNICIPAL LOTADOS JUNTO AS AÇÕES DA MANUTENÇÃO DO DEPARTAMENTO ENSINO FUNDAMENTAL - FUNDEB 40%, REF. FEVEREIRO DE 2020."
"","APLB - Contribuição Sindical (f)","28/02/2020","30.062.339/0001-83 - SECRETARIA MUNICIPAL DE EDUCACAO","R$189,59","LIQUIDADE PARA PAGAMENTO A DESPESAS COM VENCIMENTOS DOS SERVIDORES PÚBLICO MUNICIPAL LOTADOS NAS AÇÕES DA EDUCAÇÃO BÁSICA  - CRECHE JUNTO A SECRETARIA MUNICIPAL DE EDUCAÇÃO, REF. FEVEREIRO  DE 2020."
"","APLB - Contribuição Sindical (f)","28/02/2020","30.062.339/0001-83 - SECRETARIA MUNICIPAL DE EDUCACAO","R$2.435,55","LIQUIDADE PARA PAGAMENTO AS DESPESAS COM VENCIMENTOS DOS SERVIDORES PÚBLICO MUNICIPAL LOTADOS JUNTO AS AÇÕES DA MANUTENÇÃO DO DEPARTAMENTO ENSINO FUNDAMENTAL - FUNDEB 60%, REF. FEVEREIRO DE 2020."
"","APLB - Contribuição Sindical (f)","28/02/2020","30.062.339/0001-83 - SECRETARIA MUNICIPAL DE EDUCACAO","R$30,74","LIQUIDADO PARA PAGAMENTO A DESPESAS COM VENCIMENTOS DOS SERVIDORES PÚBLICO MUNICIPAL LOTADOS JUNTO AS AÇÕES  DO FUNCIONAMENTO DA REDE DE EDUCAÇÃO BÁSICA - ENSINO DE JOVENS, ADULTOS E IDOSOS - FUNDEB 60%, REF. FEVEREIRO DE 2020."
"","APLB - Contribuição Sindical (f)","28/02/2020","30.062.339/0001-83 - SECRETARIA MUNICIPAL DE EDUCACAO","R$163,65","LIQUIDADO PARA PAGAMENTO A DESPESAS COM VENCIMENTOS DOS SERVIDORES PÚBLICO MUNICIPAL LOTADOS JUNTO AS AÇÕES DA MANUTENÇÃO DO DEPARTAMENTO ENSINO FUNDAMENTAL - FUNDEB 60%, REF. FEVEREIRO DE 2020."
"","Banco Bradesco - Empréstimo Consignados (f)","28/02/2020","30.062.339/0001-83 - SECRETARIA MUNICIPAL DE EDUCACAO","R$49.722,28","LIQUIDADE PARA PAGAMENTO A DESPESAS COM VENCIMENTOS DOS SERVIDORES PÚBLICO MUNICIPAL LOTADOS JUNTO AS AÇÕES DA MANUTENÇÃO DO DEPARTAMENTO ENSINO FUNDAMENTAL - FUNDEB 40%, REF. FEVEREIRO DE 2020."
"","Banco Bradesco - Empréstimo Consignados (f)","28/02/2020","30.062.339/0001-83 - SECRETARIA MUNICIPAL DE EDUCACAO","R$18.911,11","LIQUIDADE PARA PAGAMENTO A DESPESAS COM VENCIMENTOS DOS SERVIDORES PÚBLICO MUNICIPAL LOTADOS NAS AÇÕES DA EDUCAÇÃO BÁSICA  - CRECHE JUNTO A SECRETARIA MUNICIPAL DE EDUCAÇÃO, REF. FEVEREIRO  DE 2020."
"","Banco Bradesco - Empréstimo Consignados (f)","28/02/2020","30.062.339/0001-83 - SECRETARIA MUNICIPAL DE EDUCACAO","R$129.052,02","LIQUIDADE PARA PAGAMENTO AS DESPESAS COM VENCIMENTOS DOS SERVIDORES PÚBLICO MUNICIPAL LOTADOS JUNTO AS AÇÕES DA MANUTENÇÃO DO DEPARTAMENTO ENSINO FUNDAMENTAL - FUNDEB 60%, REF. FEVEREIRO DE 2020."
"","Banco Bradesco - Empréstimo Consignados (f)","28/02/2020","474.017.375-15 - VANUSA SANTOS DE JESUS","R$330,15","LIQUIDADO PARA PAGAMENTO A DESPESA COM SUBSÍDIOS DA SECRETARIA DE EDUCAÇÃO DESTE  MUNICIPIO, REF. FEVEREIRO DE 2020."
"","Banco Bradesco - Empréstimo Consignados (f)","28/02/2020","17.993.326/0001-60 - FUNDO ASSISTENCIA SOCIAL DE TUCANO","R$282,16","LIQUIDADO PARA PAGAMENTO A DESPESA COM VENCIMENTOS DOS SERVIDORES PÚBLICOS MUNICIPAL CONTRATADOS LOTADOS SERVIÇOS DE PROTEÇÃO BÁSICA - SCFV, REF. MÊS FEVEREIRO DE 2020."
"","Banco Bradesco - Empréstimo Consignados (f)","28/02/2020","17.993.326/0001-60 - FUNDO ASSISTENCIA SOCIAL DE TUCANO","R$2.055,85","LIQUIDADO PARA PAGAMENTO A DESPESA COM VENCIMENTOS DOS SERVIDORES PÚBLICOS MUNICIPAL LOTADOS NA MANUTENÇÃO DO SECRETARIA MUNICIPAL DESENVOLVIMENTO SOCIAL, REF. MÊS FEVEREIRO DE 2020."
"","Banco Bradesco - Empréstimo Consignados (f)","28/02/2020","17.993.326/0001-60 - FUNDO ASSISTENCIA SOCIAL DE TUCANO","R$289,80","LIQUIDADO PARA PAGAMENTO A DESPESA COM VENCIMENTOS DOS SERVIDORES PÚBLICOS MUNICIPAL LOTADOS SERVIÇO DA PROTEÇÃO SOCIAL BÁSICA - BOLSA FAMILIA, REF. MÊS FEVEREIRO DE 2020."
"","Banco Bradesco - Empréstimo Consignados (f)","28/02/2020","17.993.326/0001-60 - FUNDO ASSISTENCIA SOCIAL DE TUCANO","R$1.394,87","LIQUIDADO PARA PAGAMENTO A DESPESA COM VENCIMENTOS DOS SERVIDORES PÚBLICOS MUNICIPAL LOTADOS SERVIÇO DA PROTEÇÃO SOCIAL BÁSICA - CRAS VOLANTE, REF. MÊS FEVEREIRO DE 2020."
"","Banco Bradesco - Empréstimo Consignados (f)","28/02/2020","17.993.326/0001-60 - FUNDO ASSISTENCIA SOCIAL DE TUCANO","R$904,17","LIQUIDADO PARA PAGAMENTO A DESPESA COM VENCIMENTOS DOS SERVIDORES PÚBLICOS MUNICIPAL LOTADOS SERVIÇO DA PROTEÇÃO SOCIAL BÁSICA - CRAS, REF. MÊS FEVEREIRO DE 2020."
"","Banco Bradesco - Empréstimo Consignados (f)","28/02/2020","17.993.326/0001-60 - FUNDO ASSISTENCIA SOCIAL DE TUCANO","R$2.247,05","LIQUIDADO PARA PAGAMENTO A DESPESA COM VENCIMENTOS DOS SERVIDORES PÚBLICOS MUNICIPAL LOTADOS SERVIÇO DA PROTEÇÃO SOCIAL BÁSICA - GESTÃO, REF. MÊS FEVEREIRO DE 2020."
"","Banco Bradesco - Empréstimo Consignados (f)","28/02/2020","17.993.326/0001-60 - FUNDO ASSISTENCIA SOCIAL DE TUCANO","R$314,37","LIQUIDADO PARA PAGAMENTO A DESPESA COM VENCIMENTOS DOS SERVIDORES PÚBLICOS MUNICIPAL LOTADOS SERVIÇO DA PROTEÇÃO SOCIAL BÁSICA - PAIF, REF. MÊS FEVEREIRO DE 2020."
"","Banco Bradesco - Empréstimo Consignados (f)","28/02/2020","17.993.326/0001-60 - FUNDO ASSISTENCIA SOCIAL DE TUCANO","R$588,18","LIQUIDADO PARA PAGAMENTO A DESPESA COM VENCIMENTOS DOS SERVIDORES PÚBLICOS MUNICIPAL LOTADOS SERVIÇO DE MÉDIA COMPLEXIDADE - CREAS, REF. MÊS FEVEREIRO DE 2020."
"","Banco Bradesco - Empréstimo Consignados (f)","28/02/2020","30.062.339/0001-83 - SECRETARIA MUNICIPAL DE EDUCACAO","R$6.220,17","LIQUIDADO PARA PAGAMENTO A DESPESAS COM VENCIMENTOS DOS SERVIDORES PÚBLICO MUNICIPAL LOTADOS JUNTO AS AÇÕES  DO FUNCIONAMENTO DA REDE DE EDUCAÇÃO BÁSICA - ENSINO DE JOVENS, ADULTOS E IDOSOS - FUNDEB 60%, REF. FEVEREIRO DE 2020."
"","Banco Bradesco - Empréstimo Consignados (f)","28/02/2020","30.062.339/0001-83 - SECRETARIA MUNICIPAL DE EDUCACAO","R$44.517,60","LIQUIDADO PARA PAGAMENTO A DESPESAS COM VENCIMENTOS DOS SERVIDORES PÚBLICO MUNICIPAL LOTADOS JUNTO AS AÇÕES DA MANUTENÇÃO DO DEPARTAMENTO ENSINO FUNDAMENTAL - FUNDEB 60%, REF. FEVEREIRO DE 2020."
"","Banco Bradesco - Empréstimo Consignados (f)","28/02/2020","30.062.339/0001-83 - SECRETARIA MUNICIPAL DE EDUCACAO","R$3.703,81","LIQUIDADO PARA PAGAMENTO AS DESPESAS COM VENCIMENTOS DOS SERVIDORES PÚBLICO MUNICIPAL LOTADOS NAS AÇÕES DA EDUCAÇÃO BÁSICA  - PRÉ ESCOLAR JUNTO A SECRETARIA MUNICIPAL DE EDUCAÇÃO, REFERENTE MÊS FEVEREIRO DE 2020."
"","Caixa Econômica Federal - Empréstimos Consignados (f)","28/02/2020","30.062.339/0001-83 - SECRETARIA MUNICIPAL DE EDUCACAO","R$4.075,21","LIQUIDADE PARA PAGAMENTO A DESPESAS COM VENCIMENTOS DOS SERVIDORES PÚBLICO MUNICIPAL LOTADOS JUNTO AS AÇÕES DA MANUTENÇÃO DO DEPARTAMENTO ENSINO FUNDAMENTAL - FUNDEB 40%, REF. FEVEREIRO DE 2020."
"","Caixa Econômica Federal - Empréstimos Consignados (f)","28/02/2020","30.062.339/0001-83 - SECRETARIA MUNICIPAL DE EDUCACAO","R$2.919,38","LIQUIDADE PARA PAGAMENTO A DESPESAS COM VENCIMENTOS DOS SERVIDORES PÚBLICO MUNICIPAL LOTADOS NAS AÇÕES DA EDUCAÇÃO BÁSICA  - CRECHE JUNTO A SECRETARIA MUNICIPAL DE EDUCAÇÃO, REF. FEVEREIRO  DE 2020."
"","Caixa Econômica Federal - Empréstimos Consignados (f)","28/02/2020","30.062.339/0001-83 - SECRETARIA MUNICIPAL DE EDUCACAO","R$16.493,15","LIQUIDADE PARA PAGAMENTO AS DESPESAS COM VENCIMENTOS DOS SERVIDORES PÚBLICO MUNICIPAL LOTADOS JUNTO AS AÇÕES DA MANUTENÇÃO DO DEPARTAMENTO ENSINO FUNDAMENTAL - FUNDEB 60%, REF. FEVEREIRO DE 2020."
"","Caixa Econômica Federal - Empréstimos Consignados (f)","28/02/2020","17.993.326/0001-60 - FUNDO ASSISTENCIA SOCIAL DE TUCANO","R$895,79","LIQUIDADO PARA PAGAMENTO A DESPESA COM VENCIMENTOS DOS SERVIDORES PÚBLICOS MUNICIPAL LOTADOS NA MANUTENÇÃO DO SECRETARIA MUNICIPAL DESENVOLVIMENTO SOCIAL, REF. MÊS FEVEREIRO DE 2020."
"","Caixa Econômica Federal - Empréstimos Consignados (f)","28/02/2020","30.062.339/0001-83 - SECRETARIA MUNICIPAL DE EDUCACAO","R$62,07","LIQUIDADO PARA PAGAMENTO A DESPESAS COM VENCIMENTOS DOS SERVIDORES PÚBLICO MUNICIPAL LOTADOS JUNTO AS AÇÕES  DO FUNCIONAMENTO DA REDE DE EDUCAÇÃO BÁSICA - ENSINO DE JOVENS, ADULTOS E IDOSOS - FUNDEB 60%, REF. FEVEREIRO DE 2020."
"","Caixa Econômica Federal - Empréstimos Consignados (f)","28/02/2020","30.062.339/0001-83 - SECRETARIA MUNICIPAL DE EDUCACAO","R$7.823,90","LIQUIDADO PARA PAGAMENTO A DESPESAS COM VENCIMENTOS DOS SERVIDORES PÚBLICO MUNICIPAL LOTADOS JUNTO AS AÇÕES DA MANUTENÇÃO DO DEPARTAMENTO ENSINO FUNDAMENTAL - FUNDEB 60%, REF. FEVEREIRO DE 2020."
"","Caixa Econômica Federal - Empréstimos Consignados (f)","28/02/2020","30.062.339/0001-83 - SECRETARIA MUNICIPAL DE EDUCACAO","R$649,48","LIQUIDADO PARA PAGAMENTO AS DESPESAS COM VENCIMENTOS DOS SERVIDORES PÚBLICO MUNICIPAL LOTADOS NAS AÇÕES DA EDUCAÇÃO BÁSICA  - PRÉ ESCOLAR JUNTO A SECRETARIA MUNICIPAL DE EDUCAÇÃO, REFERENTE MÊS FEVEREIRO DE 2020."
"","INSS - Retenções s/ Remuneração de Servidores","28/02/2020","30.062.339/0001-83 - SECRETARIA MUNICIPAL DE EDUCACAO","R$33.806,53","LIQUIDADE PARA PAGAMENTO A DESPESAS COM VENCIMENTOS DOS SERVIDORES PÚBLICO MUNICIPAL LOTADOS JUNTO AS AÇÕES DA MANUTENÇÃO DO DEPARTAMENTO ENSINO FUNDAMENTAL - FUNDEB 40%, REF. FEVEREIRO DE 2020."
"","INSS - Retenções s/ Remuneração de Servidores","28/02/2020","30.062.339/0001-83 - SECRETARIA MUNICIPAL DE EDUCACAO","R$18.355,10","LIQUIDADE PARA PAGAMENTO A DESPESAS COM VENCIMENTOS DOS SERVIDORES PÚBLICO MUNICIPAL LOTADOS NAS AÇÕES DA EDUCAÇÃO BÁSICA  - CRECHE JUNTO A SECRETARIA MUNICIPAL DE EDUCAÇÃO, REF. FEVEREIRO  DE 2020."
"","INSS - Retenções s/ Remuneração de Servidores","28/02/2020","30.062.339/0001-83 - SECRETARIA MUNICIPAL DE EDUCACAO","R$141.654,38","LIQUIDADE PARA PAGAMENTO AS DESPESAS COM VENCIMENTOS DOS SERVIDORES PÚBLICO MUNICIPAL LOTADOS JUNTO AS AÇÕES DA MANUTENÇÃO DO DEPARTAMENTO ENSINO FUNDAMENTAL - FUNDEB 60%, REF. FEVEREIRO DE 2020."
"","INSS - Retenções s/ Remuneração de Servidores","28/02/2020","30.062.339/0001-83 - SECRETARIA MUNICIPAL DE EDUCACAO","R$24,58","LIQUIDADO PARA PAGAMENTO A DESPESA  COM RESCISÃO DE SERVIDORES PUBLICOS DESTE MUNICIPIO LOTADOS NAS ESCOLAS DO ENSINO FUNDAMENTAL - FUNDEB 40%, REF. MÊS FEVEREIRO DE 2020."
"","INSS - Retenções s/ Remuneração de Servidores","28/02/2020","383.151.495-04 - AURICELE MARIA DE SOUZA SANTOS GUERREIRO","R$550,00","LIQUIDADO PARA PAGAMENTO A DESPESA COM SUBSÍDIOS DA SECRETARIA DE DESENVOLVIMENTO SOCIAL DESTE  MUNICIPIO, REF. MÊS FEVEREIRO DE 2020."
"","INSS - Retenções s/ Remuneração de Servidores","28/02/2020","474.017.375-15 - VANUSA SANTOS DE JESUS","R$671,11","LIQUIDADO PARA PAGAMENTO A DESPESA COM SUBSÍDIOS DA SECRETARIA DE EDUCAÇÃO DESTE  MUNICIPIO, REF. FEVEREIRO DE 2020."
"","INSS - Retenções s/ Remuneração de Servidores","28/02/2020","17.993.326/0001-60 - FUNDO ASSISTENCIA SOCIAL DE TUCANO","R$634,02","LIQUIDADO PARA PAGAMENTO A DESPESA COM VENCIMENTOS DOS SERVIDORES PÚBLICOS MUNICIPAL CONTRATADOS LOTADOS PROGRAMA 1ª INFÂNCIA NO SUAS, REF. MÊS FEVEREIRO DE 2020."
"","INSS - Retenções s/ Remuneração de Servidores","28/02/2020","17.993.326/0001-60 - FUNDO ASSISTENCIA SOCIAL DE TUCANO","R$388,80","LIQUIDADO PARA PAGAMENTO A DESPESA COM VENCIMENTOS DOS SERVIDORES PÚBLICOS MUNICIPAL CONTRATADOS LOTADOS SERVIÇOS DE MEDIA COMPLEXIDADE - CASA LAR, REF. MÊS FEVEREIRO DE 2020."
"","INSS - Retenções s/ Remuneração de Servidores","28/02/2020","17.993.326/0001-60 - FUNDO ASSISTENCIA SOCIAL DE TUCANO","R$1.102,42","LIQUIDADO PARA PAGAMENTO A DESPESA COM VENCIMENTOS DOS SERVIDORES PÚBLICOS MUNICIPAL CONTRATADOS LOTADOS SERVIÇOS DE MEDIA COMPLEXIDADE - CREAS, REF. MÊS FEVEREIRO DE 2020."
"","INSS - Retenções s/ Remuneração de Servidores","28/02/2020","17.993.326/0001-60 - FUNDO ASSISTENCIA SOCIAL DE TUCANO","R$639,60","LIQUIDADO PARA PAGAMENTO A DESPESA COM VENCIMENTOS DOS SERVIDORES PÚBLICOS MUNICIPAL CONTRATADOS LOTADOS SERVIÇOS DE PROTEÇÃO BÁSICA - BOLSA FAMILIA, REF. MÊS FEVEREIRO DE 2020."
"","INSS - Retenções s/ Remuneração de Servidores","28/02/2020","17.993.326/0001-60 - FUNDO ASSISTENCIA SOCIAL DE TUCANO","R$1.846,82","LIQUIDADO PARA PAGAMENTO A DESPESA COM VENCIMENTOS DOS SERVIDORES PÚBLICOS MUNICIPAL CONTRATADOS LOTADOS SERVIÇOS DE PROTEÇÃO BÁSICA - CRAS VOLANTE, REF. MÊS FEVEREIRO DE 2020."
"","INSS - Retenções s/ Remuneração de Servidores","28/02/2020","17.993.326/0001-60 - FUNDO ASSISTENCIA SOCIAL DE TUCANO","R$939,22","LIQUIDADO PARA PAGAMENTO A DESPESA COM VENCIMENTOS DOS SERVIDORES PÚBLICOS MUNICIPAL CONTRATADOS LOTADOS SERVIÇOS DE PROTEÇÃO BÁSICA - CRAS, REF. MÊS FEVEREIRO DE 2020."
"","INSS - Retenções s/ Remuneração de Servidores","28/02/2020","17.993.326/0001-60 - FUNDO ASSISTENCIA SOCIAL DE TUCANO","R$171,04","LIQUIDADO PARA PAGAMENTO A DESPESA COM VENCIMENTOS DOS SERVIDORES PÚBLICOS MUNICIPAL CONTRATADOS LOTADOS SERVIÇOS DE PROTEÇÃO BÁSICA - GESTÃO, REF. MÊS FEVEREIRO DE 2020."
"","INSS - Retenções s/ Remuneração de Servidores","28/02/2020","17.993.326/0001-60 - FUNDO ASSISTENCIA SOCIAL DE TUCANO","R$242,49","LIQUIDADO PARA PAGAMENTO A DESPESA COM VENCIMENTOS DOS SERVIDORES PÚBLICOS MUNICIPAL CONTRATADOS LOTADOS SERVIÇOS DE PROTEÇÃO BÁSICA - PAIF, REF. MÊS FEVEREIRO DE 2020."
"","INSS - Retenções s/ Remuneração de Servidores","28/02/2020","17.993.326/0001-60 - FUNDO ASSISTENCIA SOCIAL DE TUCANO","R$827,22","LIQUIDADO PARA PAGAMENTO A DESPESA COM VENCIMENTOS DOS SERVIDORES PÚBLICOS MUNICIPAL CONTRATADOS LOTADOS SERVIÇOS DE PROTEÇÃO BÁSICA - SCFV, REF. MÊS FEVEREIRO DE 2020."
"","INSS - Retenções s/ Remuneração de Servidores","28/02/2020","17.993.326/0001-60 - FUNDO ASSISTENCIA SOCIAL DE TUCANO","R$1.925,47","LIQUIDADO PARA PAGAMENTO A DESPESA COM VENCIMENTOS DOS SERVIDORES PÚBLICOS MUNICIPAL LOTADOS NA MANUTENÇÃO DO SECRETARIA MUNICIPAL DESENVOLVIMENTO SOCIAL, REF. MÊS FEVEREIRO DE 2020."
"","INSS - Retenções s/ Remuneração de Servidores","28/02/2020","17.993.326/0001-60 - FUNDO ASSISTENCIA SOCIAL DE TUCANO","R$1.133,16","LIQUIDADO PARA PAGAMENTO A DESPESA COM VENCIMENTOS DOS SERVIDORES PÚBLICOS MUNICIPAL LOTADOS NAS ATIVIDADES DO CONSELHO TUTELAR, REF. MÊS FEVEREIRO DE 2020."
"","INSS - Retenções s/ Remuneração de Servidores","28/02/2020","17.993.326/0001-60 - FUNDO ASSISTENCIA SOCIAL DE TUCANO","R$471,00","LIQUIDADO PARA PAGAMENTO A DESPESA COM VENCIMENTOS DOS SERVIDORES PÚBLICOS MUNICIPAL LOTADOS SERVIÇO DA PROTEÇÃO SOCIAL BÁSICA - BOLSA FAMILIA, REF. MÊS FEVEREIRO DE 2020."
"","INSS - Retenções s/ Remuneração de Servidores","28/02/2020","17.993.326/0001-60 - FUNDO ASSISTENCIA SOCIAL DE TUCANO","R$1.118,10","LIQUIDADO PARA PAGAMENTO A DESPESA COM VENCIMENTOS DOS SERVIDORES PÚBLICOS MUNICIPAL LOTADOS SERVIÇO DA PROTEÇÃO SOCIAL BÁSICA - CRAS VOLANTE, REF. MÊS FEVEREIRO DE 2020."
"","INSS - Retenções s/ Remuneração de Servidores","28/02/2020","17.993.326/0001-60 - FUNDO ASSISTENCIA SOCIAL DE TUCANO","R$601,66","LIQUIDADO PARA PAGAMENTO A DESPESA COM VENCIMENTOS DOS SERVIDORES PÚBLICOS MUNICIPAL LOTADOS SERVIÇO DA PROTEÇÃO SOCIAL BÁSICA - CRAS, REF. MÊS FEVEREIRO DE 2020."
"","INSS - Retenções s/ Remuneração de Servidores","28/02/2020","17.993.326/0001-60 - FUNDO ASSISTENCIA SOCIAL DE TUCANO","R$2.293,68","LIQUIDADO PARA PAGAMENTO A DESPESA COM VENCIMENTOS DOS SERVIDORES PÚBLICOS MUNICIPAL LOTADOS SERVIÇO DA PROTEÇÃO SOCIAL BÁSICA - GESTÃO, REF. MÊS FEVEREIRO DE 2020."
"","INSS - Retenções s/ Remuneração de Servidores","28/02/2020","17.993.326/0001-60 - FUNDO ASSISTENCIA SOCIAL DE TUCANO","R$108,68","LIQUIDADO PARA PAGAMENTO A DESPESA COM VENCIMENTOS DOS SERVIDORES PÚBLICOS MUNICIPAL LOTADOS SERVIÇO DA PROTEÇÃO SOCIAL BÁSICA - PAIF, REF. MÊS FEVEREIRO DE 2020."
"","INSS - Retenções s/ Remuneração de Servidores","28/02/2020","17.993.326/0001-60 - FUNDO ASSISTENCIA SOCIAL DE TUCANO","R$218,04","LIQUIDADO PARA PAGAMENTO A DESPESA COM VENCIMENTOS DOS SERVIDORES PÚBLICOS MUNICIPAL LOTADOS SERVIÇO DE MÉDIA COMPLEXIDADE - CASA LAR, REF. MÊS FEVEREIRO DE 2020."
"","INSS - Retenções s/ Remuneração de Servidores","28/02/2020","17.993.326/0001-60 - FUNDO ASSISTENCIA SOCIAL DE TUCANO","R$216,00","LIQUIDADO PARA PAGAMENTO A DESPESA COM VENCIMENTOS DOS SERVIDORES PÚBLICOS MUNICIPAL LOTADOS SERVIÇO DE MÉDIA COMPLEXIDADE - CREAS, REF. MÊS FEVEREIRO DE 2020."
"","INSS - Retenções s/ Remuneração de Servidores","28/02/2020","30.062.339/0001-83 - SECRETARIA MUNICIPAL DE EDUCACAO","R$755,92","LIQUIDADO PARA PAGAMENTO A DESPESAS COM VENCIMENTOS DOS SERVIDORES PÚBLICO MUNICIPAL CONTRATADOS LOTADOS NA SECRETARIA MUNICIPAL DE EDUCAÇÃO, REFERENTE MÊS FEVEREIRO DE 2020."
"","INSS - Retenções s/ Remuneração de Servidores","28/02/2020","30.062.339/0001-83 - SECRETARIA MUNICIPAL DE EDUCACAO","R$4.352,36","LIQUIDADO PARA PAGAMENTO A DESPESAS COM VENCIMENTOS DOS SERVIDORES PÚBLICO MUNICIPAL LOTADOS JUNTO AS AÇÕES  DO FUNCIONAMENTO DA REDE DE EDUCAÇÃO BÁSICA - ENSINO DE JOVENS, ADULTOS E IDOSOS - FUNDEB 60%, REF. FEVEREIRO DE 2020."
"","INSS - Retenções s/ Remuneração de Servidores","28/02/2020","30.062.339/0001-83 - SECRETARIA MUNICIPAL DE EDUCACAO","R$534,00","LIQUIDADO PARA PAGAMENTO A DESPESAS COM VENCIMENTOS DOS SERVIDORES PÚBLICO MUNICIPAL LOTADOS JUNTO AS AÇÕES DA MANUTENÇÃO DO DEPARTAMENTO ENSINO FUNDAMENTAL - FUNDEB 40%, REF. FEVEREIRO DE 2020."
"","INSS - Retenções s/ Remuneração de Servidores","28/02/2020","30.062.339/0001-83 - SECRETARIA MUNICIPAL DE EDUCACAO","R$48.113,63","LIQUIDADO PARA PAGAMENTO A DESPESAS COM VENCIMENTOS DOS SERVIDORES PÚBLICO MUNICIPAL LOTADOS JUNTO AS AÇÕES DA MANUTENÇÃO DO DEPARTAMENTO ENSINO FUNDAMENTAL - FUNDEB 60%, REF. FEVEREIRO DE 2020."
"","INSS - Retenções s/ Remuneração de Servidores","28/02/2020","30.062.339/0001-83 - SECRETARIA MUNICIPAL DE EDUCACAO","R$2.993,42","LIQUIDADO PARA PAGAMENTO AS DESPESAS COM VENCIMENTOS DOS SERVIDORES PÚBLICO MUNICIPAL LOTADOS NAS AÇÕES DA EDUCAÇÃO BÁSICA  - PRÉ ESCOLAR JUNTO A SECRETARIA MUNICIPAL DE EDUCAÇÃO, REFERENTE MÊS FEVEREIRO DE 2020."
"","IRRF s/ os Rendimentos do Trabalho","28/02/2020","30.062.339/0001-83 - SECRETARIA MUNICIPAL DE EDUCACAO","R$935,04","LIQUIDADE PARA PAGAMENTO A DESPESAS COM VENCIMENTOS DOS SERVIDORES PÚBLICO MUNICIPAL LOTADOS JUNTO AS AÇÕES DA MANUTENÇÃO DO DEPARTAMENTO ENSINO FUNDAMENTAL - FUNDEB 40%, REF. FEVEREIRO DE 2020."
"","IRRF s/ os Rendimentos do Trabalho","28/02/2020","30.062.339/0001-83 - SECRETARIA MUNICIPAL DE EDUCACAO","R$1.890,88","LIQUIDADE PARA PAGAMENTO A DESPESAS COM VENCIMENTOS DOS SERVIDORES PÚBLICO MUNICIPAL LOTADOS NAS AÇÕES DA EDUCAÇÃO BÁSICA  - CRECHE JUNTO A SECRETARIA MUNICIPAL DE EDUCAÇÃO, REF. FEVEREIRO  DE 2020."
